	random_trimmed_F1_S1_R1_001.fastq	random_trimmed_F2_S2_R1_001.fastq	random_trimmed_F3_S3_R1_001.fastq	random_trimmed_F4_S4_R1_001.fastq	random_trimmed_M1_S5_R1_001.fastq	random_trimmed_M2_S6_R1_001.fastq	random_trimmed_M4_S7_R1_001.fastq
SKP1:retained_intron	6.13928571428571	0.267857142857143	2.26853979353979	3.41298701298701	0.821428571428571	0.475	1.61363636363636
EIF3C:protein_coding	6.13888888888889	0	12.0575396825397	10.3928571428571	0	3.31984126984127	25.0916666666667
TPM3:processed_transcript	6.13311688311688	0	1.37336956521739	0.545454545454545	0.833333333333333	0.309523809523809	3
CDC16:protein_coding	6.125	0	4.40277777777778	2.625	2.83333333333333	1	5
CRNKL1:nonsense_mediated_decay	6.11428571428571	0	4.6	3.99047619047619	0	0	0
RN7SL143P:misc_RNA	6.11264774677818	0.24313508552639	2.99911694585608	5.66209624501332	3.08799897957793	1.24658966735319	5.07935926705186
RAD9B:protein_coding	6.11111111111111	0	0	0.944444444444444	0	0	0.833333333333333
LPIN1:retained_intron	6.11111111111111	0	0.547619047619048	4.98181818181818	0.142857142857143	0.153571428571429	6.86507936507936
PCBP2:retained_intron	6.11111111111111	0.117647058823529	5.48096835225318	4.35771413828689	2.23986928104575	1.27777777777778	5.2153224312667
PAM:nonsense_mediated_decay	6.1	0	0.425	0.5	0	0.285714285714286	2.49444444444444
INPP5K:nonsense_mediated_decay	6.1	0	0.558333333333333	2.93333333333333	0.6	0.583333333333333	0
KDSR:retained_intron	6.1	0	1.33333333333333	3.6	10	1.5	2.66666666666667
MAP2K3:nonsense_mediated_decay	6.1	0	3.20833333333333	1.55	0.75	3.375	0
NF1:nonsense_mediated_decay	6.1	0.785714285714286	4.22380952380952	3.73333333333333	3.71428571428571	3.8047619047619	6.43919413919414
Y_RNA.479:misc_RNA	6.09090909090909	0.0277777777777778	1.28571428571429	1	0.74959595959596	0.116550116550117	3.76841948900772
BDP1:retained_intron	6.08333333333333	0	1.53333333333333	1.7037037037037	8.58333333333333	1.5	7.66666666666667
PUM1:protein_coding	6.08080808080808	3.70833333333333	7.87878787878788	10.9166666666667	10.0416666666667	1.83333333333333	15.1527777777778
LAIR1:processed_transcript	6.07692307692308	0	0	3.75514874141876	0.25	1.41428571428571	0
ARHGAP21:retained_intron	6.05714285714286	0.933333333333333	0.4	2.08333333333333	3	2.86666666666667	5.22619047619048
PTGDS:nonsense_mediated_decay	6.05714285714286	0.916666666666667	1.03571428571429	9.68095238095238	2.36904761904762	3.03333333333333	20.1738095238095
RP11-296E7.1:processed_pseudogene	6.05714285714286	0.6	0.4	0	2.5	0.8	1.52380952380952
CUL3:nonsense_mediated_decay	6.03571428571429	0.285714285714286	0.857142857142857	1.42857142857143	3	1.21428571428571	0.625
CUL3:retained_intron	6.03571428571429	0.285714285714286	1.11428571428571	1.83333333333333	2	1.41428571428571	0.125
LLfos-48D6.2:nonsense_mediated_decay	6	0.933333333333333	0.685714285714286	3.05238095238095	1.6	0.4	3.38095238095238
AC004221.2:lincRNA	6	0	0	0	0	0	0
ACOT11:processed_transcript	6	0	0.08	0.176470588235294	0	0	0
ACTN4:processed_transcript	6	0	1.06666666666667	0	0	3.66666666666667	2.56666666666667
ACTN4:retained_intron	6	0	2.73333333333333	15	8.7	6.3	8.95
ADAMTS16:protein_coding	6	0	0	2.33333333333333	2	4	0
ADK:protein_coding	6	0	1	2	4	0	0
AGGF1:protein_coding	6	0	2.16666666666667	0	0.333333333333333	1.5	0
AL157372.1:miRNA	6	1	2	2	0	0	0
AP1AR:protein_coding	6	0	2	1.5	0	0	3
AP1M1:protein_coding	6	0.812260536398467	3.73575036075036	12.2966374269006	9.375	3.6	12.9444444444444
AREL1:protein_coding	6	0	3.5	7.875	0.5	0	6
ATAD3A:protein_coding	6	1	1.5	0	4.66666666666667	4	9
ATG13:protein_coding	6	0	3.37121212121212	4.44444444444444	6.05	3.25	11.6217948717949
B3GNT5:protein_coding	6	1	2.6	2.8	0	0.666666666666667	14.2
BPNT1:protein_coding	6	0	3.36363636363636	0	0	0	0
BTRC:protein_coding	6	1	3	0	5	3.2	4
C11orf74:protein_coding	6	0	1	0	0	0.666666666666667	0
C17orf107:protein_coding	6	0	0	12	0	0	0
C18orf25:protein_coding	6	0	5.86666666666667	12.5833333333333	4.8	3.75	8.56666666666667
CALCRL:protein_coding	6	0	6	1	19.75	0	2
CAPRIN1:processed_transcript	6	1	6.11298701298701	4.89090909090909	2.98333333333333	2.64285714285714	3.025
CCDC36:protein_coding	6	0	9.11111111111111	7.09523809523809	2	0	2
CD93:protein_coding	6	2	3	13	3	0	10
CDC42EP2:protein_coding	6	0	1	9	1	0	0
CLMP:retained_intron	6	0	0	1	0	0	0
COL23A1:protein_coding	6	0	0	0	0	0	5
COL6A6:protein_coding	6	0	0	10	0	0	0
COMMD4:retained_intron	6	0	2.81666666666667	1	0	0.461538461538462	5.75
COPB1:protein_coding	6	3.66666666666667	22	9	4.11111111111111	5.66666666666667	2
CORO6:protein_coding	6	0	2	10.0285714285714	4.125	0	0.857142857142857
CRISPLD1:protein_coding	6	4	1	4	0	4	0
CROT:protein_coding	6	0	9	1	0	0	8
CTD-2562J17.6:TEC	6	6	2	4	7	6	23
CTD-2583A14.10:protein_coding	6	0	0	0	0	0	0
CTDSP1:processed_transcript	6	1.90909090909091	1	0.666666666666667	0.428571428571429	2.47619047619048	5.90909090909091
CXCL16:processed_transcript	6	0	0	0.133333333333333	0	0	0.25
D2HGDH:nonsense_mediated_decay	6	0	0.1	0.363636363636364	0	0	0
DHX15:processed_transcript	6	0.666666666666667	10.4166666666667	14.5	0	0.5	1
DHX29:protein_coding	6	1.33333333333333	3.33333333333333	2.33333333333333	2.25	0	2
DIP2B:protein_coding	6	2	13	13	9	2	30.5
DLL4:protein_coding	6	0	0	3	4.5	0	0
DNAJB9:protein_coding	6	0.5	3.5	0.5	3.5	3.5	7
DNAJC8:processed_transcript	6	0	3.5	0.4	0	0	5.16666666666667
DNAJC8:protein_coding	6	0	3.5	0.2	0	0	3.83333333333333
DOCK5:protein_coding	6	1	18.6666666666667	6.25	18.0833333333333	1.11111111111111	22.6458333333333
DOK5:protein_coding	6	0	0	0	0	0	0
EGFR:protein_coding	6	0	9	14	23	21.5	3.25
EIF3J-AS1:lincRNA	6	1	7.625	16.5	12	16.1764705882353	18.1176470588235
ENG:protein_coding	6	1.75	1	12	0	1	4
ENTPD1-AS1:antisense	6	1	2.42857142857143	4.5	0	0.333333333333333	1.7
EP300:protein_coding	6	6	17	23	10	1	28.6666666666667
EPB41:protein_coding	6	0	0.75	9.04166666666667	3	0	4.85
EPG5:protein_coding	6	0.666666666666667	4.26666666666667	2.27142857142857	8.33333333333333	3	1
EXOC1:protein_coding	6	2.2	2.25	2.25	0.75	0	8.25
EXOC1:retained_intron	6	0.8	1.75	0.75	0.5	0	2.75
EXOC8:protein_coding	6	2	4	1.21428571428571	12	6.66666666666667	0
FAM114A2:protein_coding	6	1.81818181818182	1.66666666666667	13	0.714285714285714	0	7.33333333333333
FAM120A:protein_coding	6	0	4	3	29.5	8	6.5
FAM134C:retained_intron	6	0	0.125	0	0	0	1.14285714285714
FBXO18:protein_coding	6	0	3.25	9.5	5	3.5	2.25
FGD6:protein_coding	6	0	0	0	0	4.5	0
FGF10:protein_coding	6	0	1	0	0	0	1
FLJ46284:antisense	6	2	9	7	10	9	9
FRG1JP:unprocessed_pseudogene	6	0.4	0.6	0.4	0	1.2	3
FRRS1L:protein_coding	6	0	1	0.6	0	0	0.125
GAS6:protein_coding	6	1	2.25	7.5	9.33333333333333	1.66666666666667	4.25
GCC2:protein_coding	6	0	6.03501400560224	0.928571428571429	1.28571428571429	0.75	2.13311688311688
GGA2:processed_transcript	6	0.5	0.5	1.33333333333333	0	0	0
GIPC1:protein_coding	6	0	0	1.625	0.75	2.625	9.375
GOLIM4:protein_coding	6	1	17	12.3333333333333	46	9	6
GPR153:protein_coding	6	0	0	0	13	1	0
GRIN2B:protein_coding	6	4	12	5.16666666666667	10	0	2
GRK4:protein_coding	6	0	0	0	0	0	0
GSTP1:protein_coding	6	0	5.06666666666667	0	1	1.46666666666667	8.66666666666667
GSTP1:retained_intron	6	0	3.73333333333333	0	0.5	1.13333333333333	4.33333333333333
GXYLT1:protein_coding	6	1	7.75	8	0	1	6
H2AFX:protein_coding	6	1.5	0.0833333333333333	21.2222222222222	11.5	0.119047619047619	8
HCFC1:protein_coding	6	0	8	5	4	2	37
HERC4:protein_coding	6	0	0.8	5.42857142857143	0	2.03809523809524	0.3
HIST1H2AI:protein_coding	6	0	0.1	0.375	1	0.369047619047619	8
HIST1H3H:protein_coding	6	3	4.07692307692308	20	4.53333333333333	3	16
HLA-DPB1:processed_transcript	6	0	2.64285714285714	0	0	0.728571428571429	7.42857142857143
HLA-DPB1:protein_coding	6	1	8.64285714285714	1	7	8.72857142857143	9.42857142857143
HMGB3P21:processed_pseudogene	6	0	0	3.2	0	1.5	0.4
HNRNPA0:protein_coding	6	0	13	16	5	3	12
HNRNPAB:protein_coding	6	2	11.8888888888889	9	13	2	34.4444444444444
IL1RAP:protein_coding	6	0.8	4.1474358974359	10.4769230769231	6	0.8	2
INF2:protein_coding	6	1	13	21.6	9	13.6	17
IPO9:protein_coding	6	1	6.03333333333333	3	21.5	1	16
ISLR2:processed_transcript	6	0	0	0	0	3.33333333333333	0
KEAP1:protein_coding	6	0.6	1.33333333333333	2.66666666666667	0	1	0
KIF16B:protein_coding	6	2	0	0	7	1	5
KIF3A:protein_coding	6	1.44444444444444	2.8	11.3888888888889	0	5	33.1488095238095
KLF2:protein_coding	6	0	10	16	15	8	0
KLKB1:protein_coding	6	0	0	0.6	0	0	5
KMT2C:protein_coding	6	4.6	20.1666666666667	11.9833333333333	11.7130952380952	7.20910755910756	9.16666666666667
LAMTOR5:protein_coding	6	0	7.5	1.5	0.75	1.57142857142857	0
LINC00909:lincRNA	6	1	3	1	0	0	9.4
LINC01135:lincRNA	6	0	0	2	0	0	0
LINC01273:lincRNA	6	0	0.0588235294117647	0	0	0	0
LINC01359:retained_intron	6	0	0	0	0	0	0.428571428571429
LINC01391:lincRNA	6	0	0	0	0	0	0
LIPC:protein_coding	6	0	0	0	0	0	0
LRP5:nonsense_mediated_decay	6	0	1.5	2.5	1	2.5	6
LRP5:protein_coding	6	0	1.5	2.5	6	2.5	6
LRP6:nonsense_mediated_decay	6	0.5	4	2.5	5.06666666666667	0.45	3.5
LRP6:protein_coding	6	0.5	11	12.5	23.8666666666667	1.1	9.5
LZTS2:protein_coding	6	0	1	7	14	1	2.85714285714286
MAN1C1:protein_coding	6	0	5.13333333333333	2.45	3.90476190476191	0	10.1333333333333
MAP9:protein_coding	6	0	1	9	4	4.33333333333333	15.6666666666667
MAPK8IP1:protein_coding	6	0	11.2333333333333	13.2333333333333	25	7.5	46.8333333333333
MAT2B:protein_coding	6	0	2.26666666666667	2.14782608695652	2.4	0	1.33333333333333
MCF2L2:retained_intron	6	0	1.28181818181818	0.392156862745098	0	0.04	2.16666666666667
MCM3:protein_coding	6	0	1	7	0	5	0
MCTP1:protein_coding	6	0	6	12	1.66666666666667	6	0
MEPCE:retained_intron	6	5	10	17	32	4	38
MFGE8:processed_transcript	6	0	0	0.0952380952380952	0	0	2.72549019607843
MGA:protein_coding	6	2	2.15384615384615	11.3333333333333	7.25	4	14.0714285714286
MIR374B:miRNA	6	0	0	0	0	0	0
MIRLET7I:miRNA	6	2	2	0	0	0	7
MMP3:protein_coding	6	0	0	0	0	0	0
MRAS:protein_coding	6	0	14	17	9	12.875	19
MRPS22:protein_coding	6	1.77142857142857	0	2	5.71428571428571	0	1.76785714285714
MTCH1:protein_coding	6	0	12.25	2	0	9.375	14.2714285714286
MTMR3:protein_coding	6	5	5.38095238095238	3.85714285714286	0	0	5.75
MVP:protein_coding	6	0	6.08333333333333	0.666666666666667	0	1.54166666666667	10.75
MYO9A:protein_coding	6	2.30555555555556	13.4468253968254	32.1428571428571	11.2	8.88095238095238	10.8142857142857
NAB1:protein_coding	6	1	9.88888888888889	7	1.2	8	6
NAGA:protein_coding	6	2	8	9	4	1	0
NALCN:protein_coding	6	0	0	0	0	0	1
NCKAP1L:protein_coding	6	3.33333333333333	2	17.7	12.9666666666667	13.7	3.5
NIT2:nonsense_mediated_decay	6	0	0.2	0	0	0	0
NNMT:retained_intron	6	0	2	0.666666666666667	0	0	0
NOD1:retained_intron	6	0	0	0.666666666666667	0	0	0
NT5E:protein_coding	6	0	1	6	0	0	0
NUP133:protein_coding	6	2	3.5	0	0	11	15
OAT:protein_coding	6	0	3.41666666666667	8.75	0	3	15.1666666666667
OGT:retained_intron	6	2.33333333333333	5.5	14.5	6.33333333333333	1.66666666666667	8
OTUD3:protein_coding	6	1.05	1	15	8	0	1.25
OXSR1:protein_coding	6	0	8.33333333333333	8	1	5	7
PALLD:retained_intron	6	0.166666666666667	2.30833333333333	2.91666666666667	1.33333333333333	0.583333333333333	5.56666666666667
PAN3:protein_coding	6	0	0	8.5	8	0	1
PAPSS2:processed_transcript	6	0	0	0	0	0	0
PCBP1-AS1:antisense	6	0.319794429708223	3.73015873015873	1.28571428571429	20.3269230769231	5.15384615384615	18.8333333333333
PCBP1-AS1:retained_intron	6	0	0	0	0	0	0
PCED1B-AS1:lincRNA	6	0	0	1.77777777777778	0.333333333333333	1.6	3
PDE12:protein_coding	6	0	6.48717948717949	7	13.3611111111111	0	11.1544117647059
PDE4D:protein_coding	6	1	0	6.5	2	3	2.9
PEBP1:protein_coding	6	3	16	17.5	11	16	15.1666666666667
PGM2L1:protein_coding	6	0	7.03846153846154	2	0	1	6
PGM3:protein_coding	6	0	0	0	0	0	1
PHACTR3:retained_intron	6	0	0	0	0	0	0
PHIP:protein_coding	6	3	30.5	15	21.5	2	3
PITPNB:protein_coding	6	1	0.75	19.8	0	4.5	10.75
PLAGL2:protein_coding	6	0	1	0	0	0	0
PLEKHA6:protein_coding	6	0	2	15	4	0	26
PLIN1:protein_coding	6	0	0	8	11	0	3
POLDIP3:protein_coding	6	0	9.325	0.666666666666667	0	5.06666666666667	1.5
POLI:protein_coding	6	0	4.91666666666667	3	7.33333333333333	0.666666666666667	0.777777777777778
PPP1R12C:retained_intron	6	0	5.16666666666667	1	0.8	1.93333333333333	4.66666666666667
PTEN:protein_coding	6	3.66666666666667	31.3333333333333	23.9	32.3333333333333	23.6666666666667	20.6666666666667
PTPRG:protein_coding	6	3	6	21.6	1	9.66666666666667	5.97142857142857
PURA:protein_coding	6	7	13	2.66666666666667	35	6	6.33333333333333
PYGL:retained_intron	6	0	0.75	1.83333333333333	0	0.25	4.25
RAB3GAP2:protein_coding	6	0	8.83333333333333	14	0	0	6
RAB6A:protein_coding	6	0.555555555555556	7.83333333333333	24.0833333333333	4	6.66666666666667	17
RALGDS:protein_coding	6	0	4.95833333333333	0.384615384615385	1.25	0	10.6222222222222
RAPGEF1:protein_coding	6	1.5	5.03703703703704	12	0	7	21.85
RASAL2:protein_coding	6	2	7	16	0	7	25
RBM17:protein_coding	6	0	0	0	0	0	6
RBM24:protein_coding	6	0	0	0	0	0	0
RBMS1:retained_intron	6	1.3	0.5	4	0	13.0138888888889	3
RNA5SP189:rRNA	6	0	0	0	0	0	0
RORA-AS1:antisense	6	0	0	0	6	1	1
RP1-78O14.1:lincRNA	6	0	0	2.24074074074074	1.2	0	1.64285714285714
RP11-290H9.5:antisense	6	0	0	0	0	2	0
RP11-306G20.1:antisense	6	0	0	0	0	0	0.333333333333333
RP11-395L14.18:TEC	6	0	0	0	9	0	0
RP11-486A14.2:antisense	6	0	0	0	0	0	0
RP11-486O12.2:lincRNA	6	0.125	4.08	0.736299648064354	0	0.0833333333333333	4.14685990338164
RP11-521O16.2:lincRNA	6	0	1.05882352941176	1	0	0.325396825396825	0
RP11-57G10.8:lincRNA	6	0	0.125	0	0	0	0.6
SAMD9:protein_coding	6	0	3	4	0	0	5
SASH1:protein_coding	6	2	14.0384615384615	14	7	18	13
SCAF11:retained_intron	6	0	0	1.2	1	0	0.866666666666667
SCARB2:protein_coding	6	2	27.7843137254902	22.3333333333333	2	16	25.5
SECISBP2:protein_coding	6	0	4	1	0	0	2
SENP2:nonsense_mediated_decay	6	0	1	0	0	0	0.25
SERTAD2:processed_transcript	6	1	2.5	21	0	10	7
SESN2:protein_coding	6	0	3	2	7	2	6
SHANK3:processed_transcript	6	0	0.333333333333333	6.33333333333333	1	0	4.33333333333333
SHANK3:protein_coding	6	0	0.666666666666667	12.6666666666667	1	0	7.66666666666667
SIAH1:protein_coding	6	1	3.2	15.4444444444444	22	3.4	5
SIGLEC1:protein_coding	6	0	2	9	9	6	4
SKIV2L2:protein_coding	6	0.5	1	4.75	11.3333333333333	1.91666666666667	4.83333333333333
SLC25A32:nonsense_mediated_decay	6	0	6.61666666666667	4.5	3.75	0.5	2
SLC27A1:nonsense_mediated_decay	6	0.4	1	2.75	1	0	2.34285714285714
SLC27A1:protein_coding	6	1.06666666666667	2.33333333333333	2.5	1.5	0.535714285714286	2.96666666666667
SLC30A1:protein_coding	6	1	7	19	2	6	5
SLC37A1:protein_coding	6	0	0	0	0	0	0
SLC3A2:protein_coding	6	0	3.78095238095238	9	6.07692307692308	1.47619047619048	2.66666666666667
SMG6-IT1:TEC	6	0	0	0	0	0	0
SMIM3:protein_coding	6	0	0	1	2	0	0
SMYD2:processed_transcript	6	0	0	0	0	0	0.5
SNORA37:snoRNA	6	3	7	17	19	12	32
SNORA38.1:snoRNA	6	0	0	0	0	0	0
SNORA38B:snoRNA	6	0	1	6	5	2	11
SNRPB2:protein_coding	6	0	4	0	0	0	15.3333333333333
SNX1:protein_coding	6	0.666666666666667	9.10952380952381	14.3333333333333	0	0.571428571428571	3.59523809523809
SOD1:processed_transcript	6	0	4	8.33333333333333	2	2.33333333333333	11.5
SP110:retained_intron	6	3	0	0	0	0	5
SPG11:protein_coding	6	0	3.6	8.125	3	6.3	0.8
SPPL3:protein_coding	6	0	0	1.66666666666667	3	3.33333333333333	1.66666666666667
SPTLC3:processed_transcript	6	0.25	0	0	0	0	0
SRGAP2:TEC	6	1	2.2	5	4	9	18.625
SSH1:retained_intron	6	0	0	0	0	0	0
ST3GAL4:protein_coding	6	0	2.47368421052632	0	0	2.5	11.3555555555556
STAMBPL1:protein_coding	6	0	0	3	3	3	7.49122807017544
STIL:protein_coding	6	0	2	0	0	0	0
SULF1:processed_transcript	6	0	0	0	0	2	0
SUPT20H:protein_coding	6	0	0.7	1.5	2.25	0	1.33333333333333
TARS:nonsense_mediated_decay	6	0.828571428571429	1.2	9.54761904761905	0	0	1.875
TARS:protein_coding	6	0.828571428571429	1.2	10.4642857142857	0	0	0.75
TCF25:protein_coding	6	0	3.98888888888889	1.61111111111111	2.25	2.27391304347826	8.1
TCTE3:processed_transcript	6	0	0	4.5	0	0.5	7
THEM4:protein_coding	6	0.666666666666667	0.833333333333333	8.66666666666667	0	7.33333333333333	1
THY1:protein_coding	6	0	3.11111111111111	13.5714285714286	6	9.55555555555556	59.6031746031746
TMEM181:protein_coding	6	0	10	8	3.15	3	8
TMIGD1:protein_coding	6	0	0	4	0	0	0
TMUB1:protein_coding	6	0	0	0	2	0	0
TNKS2:protein_coding	6	1	16	15	4	7	5
TOMM20:protein_coding	6	2	10	11	1	4	29.6666666666667
TOMM7:protein_coding	6	1.33333333333333	3.93333333333333	2.6	24.7	2.83333333333333	4
TP53I13:retained_intron	6	0	0	2.66666666666667	0	0	0
TRAF5:processed_transcript	6	0	0.333333333333333	0.666666666666667	0	0.853448275862069	0.375
TRAM1L1:protein_coding	6	0	3	2	0	0	1
TRIM11:protein_coding	6	0	4	4	2.38888888888889	1	8
TUBE1:retained_intron	6	0	2	0	6	0	0
TWF1:protein_coding	6	0	1.64285714285714	5	2.66666666666667	0.666666666666667	2
UBN1:protein_coding	6	2	11.5	1.5	0	6	6
UBR2:protein_coding	6	0	23	1	0	2	14.25
UFL1:processed_transcript	6	0.5	5.5	4.5	0	0.5	2.5
UFL1:protein_coding	6	1.5	18.5	10.5	18	3.5	4.5
UNC5C:protein_coding	6	0	1	0	0	0	0
UROD:protein_coding	6	0	0.2	1.33333333333333	0.833333333333333	0	1.125
USP5:retained_intron	6	0	1	0.333333333333333	4.5	1.33333333333333	3.05
VRK3:retained_intron	6	0	0.325	1.58333333333333	0	2	1
WDR59:processed_transcript	6	0	0.111111111111111	0	0	0	0
WDR60:protein_coding	6	0	0	0	0	0	0
WHSC1:nonsense_mediated_decay	6	0	0	0	0	0.25	1.47878787878788
WIPF1:protein_coding	6	1	12	9	4.5	1	13
Y_RNA.115:misc_RNA	6	0	1	0.5	1	0.25	0.25
Y_RNA.489:misc_RNA	6	0	7.33333333333333	10.3333333333333	12.3333333333333	4.33333333333333	6
YWHAB:protein_coding	6	0	21.0238095238095	29.2666666666667	0	12.5	15.1190476190476
ZBED3-AS1:antisense	6	1	0	2	0	0	0
ZFP36L1:protein_coding	6	9	56	76	25	23	66
ZFX:protein_coding	6	0	16.1264705882353	12.1666666666667	9	3	0.75
ZMYM4:protein_coding	6	2	4.66666666666667	3	0	6	2
ZNF48:protein_coding	6	0	0	0	0	0	0
ZNF665:processed_transcript	6	0	1.5	0.0588235294117647	0	0.0952380952380952	1
ZNF746:protein_coding	6	0.333333333333333	1.44444444444444	7.88888888888889	3.5	4.99206349206349	14.3263888888889
AP2M1:retained_intron	5.94155844155844	1.65641025641026	2.87662337662338	4.47272727272727	2.8047619047619	0.363636363636364	4.83030303030303
TRA2B:retained_intron	5.92857142857143	1.85714285714286	6.74285714285714	6.875	15.5	0.5	24.5
RPS18:processed_transcript	5.91746031746032	0.1	5.1497668997669	1.54444444444444	2.22222222222222	1.33333333333333	1.94444444444444
HSPE1:protein_coding	5.91666666666667	0.333333333333333	3.8	8.07857142857143	1.63636363636364	2.25	8.15
MTND5P10:processed_pseudogene	5.91666666666667	0.25	1.33333333333333	8.41666666666667	5.16666666666667	2.91666666666667	9
Y_RNA.211:misc_RNA	5.91666666666667	0.442857142857143	12.2403318903319	17.6774351096932	6.02815734989648	3.96636141636142	11.1669413919414
DNAJB11:retained_intron	5.91666666666667	0	1	0	0	0.75	0
FTH1P10:processed_transcript	5.91446233336966	0.291823308270677	3.58197272975002	9.01024045613829	5.37625974816377	2.97563332780051	9.87299008722989
FTH1P10:transcribed_processed_pseudogene	5.91446233336966	0.291823308270677	3.1577303055076	6.98643093232877	4.23340260530663	2.17043852260571	8.20632342056322
Y_RNA.138:misc_RNA	5.91327495676333	0.421509144303262	1.99066449705033	3.5799051408183	15.0065317152956	2.74913488644299	6.35264727128972
RPS14:retained_intron	5.91269841269841	0	2.06349206349206	2.72222222222222	2.7	0.666666666666667	3
Y_RNA.130:misc_RNA	5.91111111111111	2	5.33333333333333	6.375	7.11111111111111	6.11111111111111	5.53333333333333
CLCN7:retained_intron	5.9	1.25	1.63333333333333	4.61666666666667	0	0	10.1
CLK1:retained_intron	5.9	1	2.625	8.28571428571428	10.5190476190476	3.69444444444444	2.38095238095238
EIF3F:protein_coding	5.9	0	4.61904761904762	11.3857142857143	3.30833333333333	0	17.3333333333333
LGALS1:nonsense_mediated_decay	5.9	0	3.28571428571429	1.05	3.1547619047619	2.75	4.16666666666667
Y_RNA.146:misc_RNA	5.8876339311223	1.42150914430326	3.37702813341396	7.03621984061126	9.00653171529563	4.47684051414862	2.33784540648785
PTP4A2:processed_transcript	5.88461538461539	0	4.2048951048951	8.73076923076923	10.3846153846154	1.86153846153846	3.3
EIF4B:retained_intron	5.86666666666667	0	2.17857142857143	0.991666666666667	0.338095238095238	1.43095238095238	1.175
HNRNPR:processed_transcript	5.86666666666667	0	2.06349206349206	0.5	1.71111111111111	0.742857142857143	1
ATP5A1:nonsense_mediated_decay	5.86666666666667	0	6.42235705471	10.7045177045177	5.29761904761905	3.45818070818071	6.55909090909091
RN7SL8P:misc_RNA	5.8652380952381	1.14024396655976	7.50073527265667	30.886727629096	10.7960698786937	5.57220492785508	51.3382128836076
RNU2-14P:snRNA	5.85348484848485	3.01386642343164	10.9770005517832	29.5265308604439	20.7339784128915	11.7471485760616	48.1291963109354
PDLIM4:protein_coding	5.85	1	0	6.75	2.25	2.66666666666667	2
SNORD115-11:snoRNA	5.84074074074074	11.1159803159803	21.7811443634024	42.4220085470086	23.8928774928775	16.0464387464387	51.8846967846968
SNORD115-29:snoRNA	5.84074074074074	11.1159803159803	21.7811443634024	42.4220085470086	23.8928774928775	16.0464387464387	51.8846967846968
SNORD115-36:snoRNA	5.84074074074074	11.1159803159803	21.7811443634024	42.4220085470086	23.8928774928775	16.0464387464387	51.8846967846968
SNORD115-43:snoRNA	5.84074074074074	11.1159803159803	21.7811443634024	42.4220085470086	23.8928774928775	16.0464387464387	51.8846967846968
ATL1:protein_coding	5.83333333333333	1.33333333333333	1.5	3.33333333333333	2.66666666666667	0	6
COX7A2:protein_coding	5.83333333333333	0	3	6.33333333333333	9.41666666666667	9.16666666666667	2.17857142857143
HADH:protein_coding	5.83333333333333	0	1	0	0	0	0
NTRK3:protein_coding	5.83333333333333	4	8.6	13	0	1.86190476190476	15.6666666666667
RGS1:protein_coding	5.83333333333333	1.33333333333333	0	2	0	0	8
RP11-39C10.1:processed_pseudogene	5.83333333333333	0	4.16666666666667	2	0	0	0
FSCN1:retained_intron	5.83333333333333	0	2.5	4.66666666666667	3	0	4.66666666666667
RBM25:retained_intron	5.83333333333333	0.166666666666667	2.85714285714286	0.666666666666667	0	0.5	1.83333333333333
CYP20A1:protein_coding	5.825	0.422095146233077	2.55288220551378	5.93427128427128	12.725	3.87	10.8428571428571
CALD1:nonsense_mediated_decay	5.82323232323232	0.869047619047619	2.8452380952381	10.7083333333333	4.61771561771562	2.38888888888889	5.80952380952381
DDX5:nonsense_mediated_decay	5.82222222222222	1.4	12.1174825174825	18.5519607843137	4.86666666666667	7.91111111111111	11.4403041403041
Y_RNA.475:misc_RNA	5.81811521454476	2.5643662871604	5.00449199105841	6.95385975497302	10.6364094174762	6.37383844375525	7.46283592826161
LGMN:protein_coding	5.80392156862745	2.04285714285714	3.91071428571429	24.4233766233766	7	3.52727272727273	10.4545454545455
GANAB:nonsense_mediated_decay	5.8	0.696969696969697	4.93333333333333	3.96363636363636	2.86666666666667	2.7990675990676	6.62121212121212
MCM3AP:protein_coding	5.8	0	3.66666666666667	10	1.33333333333333	6	7.36666666666667
RBMX:protein_coding	5.77777777777778	0	2.11904761904762	3.33333333333333	0	2.47619047619048	2.46428571428571
Y_RNA.516:misc_RNA	5.76666666666667	1.33333333333333	5.70119047619048	8.2	11.2666666666667	6.43333333333333	8.37619047619047
Y_RNA.113:misc_RNA	5.76443329617243	2.95748476965868	12.5887867503341	18.9910410050063	22.8554772730348	8.81071219440784	10.3767822867898
FAM21C:protein_coding	5.75961538461538	0.6	3.03146853146853	1.71428571428571	5.05494505494505	5.72121212121212	8.14285714285714
ATP13A1:protein_coding	5.75	0	7.21904761904762	2	0	2	4.13333333333333
CH507-9B2.5:retained_intron	5.75	0.5	3.75	3.25	4	1.5	3.33333333333333
CLASP2:retained_intron	5.75	1.33516483516484	1.91666666666667	4.73571428571429	1.64444444444444	0.25	2.73571428571429
COL16A1:processed_transcript	5.75	0	0	0.666666666666667	0	0	4.41666666666667
COL16A1:protein_coding	5.75	0.8	7.91111111111111	6.53333333333333	0	3	8.58333333333333
COMP:retained_intron	5.75	0	0	0	3	0	1.33333333333333
GPX8:protein_coding	5.75	0.0526315789473684	3	1.125	0	0	3.10526315789474
PWP2:retained_intron	5.75	0.5	3.75	3.25	4	1.5	3.33333333333333
QSER1:protein_coding	5.75	0	0.75	15	0	4	6
