	random_trimmed_F1_S1_R1_001.fastq	random_trimmed_F2_S2_R1_001.fastq	random_trimmed_F3_S3_R1_001.fastq	random_trimmed_F4_S4_R1_001.fastq	random_trimmed_M1_S5_R1_001.fastq	random_trimmed_M2_S6_R1_001.fastq	random_trimmed_M4_S7_R1_001.fastq
hsa-miR-4735-5p	0	1	2	0	0	0	0
hsa-miR-548ai|hsa-miR-570-5p	0	1	6	2	0	0	0
hsa-miR-1260a	0	1	0	1	1	0	0
hsa-miR-6820-5p	0	1	0	2	0	0	6
hsa-miR-552-3p	0	1	0	0	1	1	5
hsa-miR-4711-5p	0	1	2	0	6	0	0
hsa-miR-6505-3p	0	1	8	2	9	2	3
hsa-miR-1269b	0	1	15	0	0	4	0
hsa-miR-4458	0	1	0	0	0	0	19
hsa-miR-513b-5p	0	1	0	0	8	0	3.5
hsa-miR-2682-3p	0	1	1	0	0	4	1
hsa-miR-548aw	0	1	4	5	15	1	0
hsa-miR-6750-3p	0	1	1	6	0	4	5
hsa-miR-194-3p	0	1	1	12	8	1	11
hsa-mir-218-1	0	0.5	0	0	0	0	0
hsa-mir-26a-2	0	0.5	2	2.5	0	3.5	0
hsa-mir-16-1	0	0.5	0	0	0	0	0
hsa-mir-103a-1	0	0.5	2.5	7	0	0	0
hsa-mir-320c-1	0	0.4	1	0.5	0	0	1.83333333333333
hsa-miR-106a-3p	0	0	23	4	6	5	9
hsa-miR-3690	0	0	19	8	0	6	1
hsa-miR-5690	0	0	14	4	6	0	1
hsa-miR-548v	0	0	13	14	10	6	0
hsa-miR-146a-3p	0	0	12	25	19	0	0
hsa-miR-6745	0	0	11	0	0	0	0
hsa-miR-3607-3p	0	0	11	2	16	2	22
hsa-miR-3659	0	0	11	0	0	15	0
hsa-miR-6853-3p	0	0	11	10	3	13	12
hsa-miR-548al	0	0	9	0	1	0	0
hsa-miR-502-5p	0	0	9	2	7	0	9
hsa-miR-2115-3p	0	0	9	0	0	0	0
hsa-miR-4772-5p	0	0	9	2	0	0	0
hsa-miR-1245b-3p	0	0	9	0	0	0	5
hsa-miR-3158-5p	0	0	8	0	0	5	0
hsa-miR-6733-3p	0	0	8	5	6	2	5
hsa-miR-3124-5p	0	0	8	0	6	6	5
hsa-miR-3667-5p	0	0	8	0	0	0	10
hsa-miR-2115-5p	0	0	7	4	0	0	0
hsa-miR-6864-5p	0	0	7	4	0	2	6
hsa-miR-5699-5p	0	0	7	0	11	3	12
hsa-miR-874-5p	0	0	7	7	12	8	23
hsa-miR-376a-2-5p	0	0	7	0	0	0	11
hsa-miR-6818-3p	0	0	7	0	0	2	0
hsa-miR-19b-1-5p	0	0	6	0	5	0	0
hsa-miR-570-3p	0	0	6	0	0	0	2
hsa-miR-6809-5p	0	0	6	0	29	18	4
hsa-miR-1237-3p	0	0	6	4	1	5	4
hsa-miR-4658	0	0	6	6	0	0	0
hsa-miR-3917	0	0	6	6	4	1	0
hsa-miR-4762-5p	0	0	5	0	0	2	0
hsa-miR-219a-2-3p	0	0	5	8	0	19	0
hsa-miR-4530	0	0	5	0	0	2	0
hsa-miR-3664-3p	0	0	5	13	1	17	22
hsa-miR-5683	0	0	5	0	0	0	0
hsa-miR-4525	0	0	5	6	0	0	11
hsa-miR-5588-3p	0	0	5	5	0	0	0
hsa-miR-6125	0	0	5	0	0	0	0
hsa-miR-1245b-5p	0	0	5	0	5	1	0
hsa-miR-4796-5p	0	0	5	1	0	3	0
hsa-miR-7850-5p	0	0	5	3	0	0	2
hsa-miR-3194-3p	0	0	5	4	0	0	0
hsa-miR-4714-3p	0	0	4	0	0	0	0
hsa-miR-192-3p	0	0	4	0	0	0	0
hsa-miR-579-3p	0	0	4	0	3	2	0
hsa-miR-4485-3p	0	0	4	13	0	4	9
hsa-miR-3064-3p	0	0	4	0	0	0	0
hsa-miR-6735-3p	0	0	4	0	0	0	0
hsa-miR-518c-3p	0	0	4	0	0	0	0
hsa-miR-6876-5p	0	0	4	9	13	8	7
hsa-miR-6764-5p	0	0	4	8	8	0	0
hsa-miR-6741-5p	0	0	4	0	0	0	0
hsa-miR-4671-5p	0	0	4	0	0	0	0
hsa-miR-6731-5p	0	0	4	0	0	0	0
hsa-miR-4699-3p	0	0	4	9	24	7	11
hsa-miR-4703-3p	0	0	4	0	0	0	0
hsa-miR-1909-3p	0	0	4	0	0	0	0
hsa-miR-655-5p	0	0	4	4	9	8	7
hsa-miR-3121-3p	0	0	4	0	0	0	3
hsa-miR-7113-5p	0	0	4	8	11	7	0
hsa-miR-15a-3p	0	0	4	10	0	0	0
hsa-miR-6735-5p	0	0	4	0	0	0	0
hsa-miR-4668-5p	0	0	4	2	5	0	4
hsa-miR-1224-3p	0	0	4	7	0	8	2
hsa-miR-548b-3p	0	0	4	0	0	0	0
hsa-miR-4685-3p	0	0	4	2	0	2	14
hsa-miR-3124-3p	0	0	4	0	0	0	0
hsa-miR-3691-5p	0	0	3	19	0	2	14
hsa-miR-4433a-5p	0	0	3	1	0	0	5
hsa-miR-6746-5p	0	0	3	0	0	0	0
hsa-miR-197-5p	0	0	3	6	6	0	0
hsa-miR-4690-3p	0	0	3	0	0	0	0
hsa-miR-1244	0	0	3	0	0	0	0
hsa-miR-3199	0	0	3	0	7	0	0
hsa-miR-548az-5p	0	0	3	3	0	1	3
hsa-miR-6770-5p	0	0	3	3	0	0	0
hsa-miR-6794-3p	0	0	3	2	0	0	0
hsa-miR-550a-3p	0	0	3	7	10	4	10
hsa-miR-548h-5p	0	0	3	4	0	0	0
hsa-miR-7853-5p	0	0	3	0	0	0	0
hsa-miR-4753-3p	0	0	3	1	0	0	3
hsa-miR-3126-3p	0	0	3	0	0	0	7
hsa-miR-548ag	0	0	3	3	26	2	0
hsa-miR-6787-5p	0	0	3	6	0	0	0
hsa-miR-376b-5p	0	0	3	0	0	1	11.5
hsa-miR-7158-3p	0	0	3	0	0	0	0
hsa-miR-4799-5p	0	0	3	0	0	0	0
hsa-miR-6739-3p	0	0	3	0	0	0	0
hsa-miR-96-3p	0	0	3	0	0	2	3
hsa-miR-376c-5p	0	0	3	0	0	1	11.5
hsa-miR-6804-5p	0	0	3	6	0	2	1
hsa-miR-4453	0	0	3	0	0	0	0
hsa-miR-4654	0	0	3	10	0	2	3
hsa-miR-105-3p	0	0	3	0	0	0	12
hsa-miR-1229-3p	0	0	3	5	8	3	39
hsa-miR-3127-5p	0	0	3	13	9	4	2
hsa-miR-6837-5p	0	0	3	0	4	0	0
hsa-miR-3144-3p	0	0	3	2	0	0	3
hsa-miR-3611	0	0	3	6	0	0	4
hsa-miR-4999-5p	0	0	3	13	0	0	0
hsa-miR-603	0	0	3	0	0	3	0
hsa-mir-374b	0	0	3	0	0	0	0
hsa-miR-6727-3p	0	0	3	0	0	0	0
hsa-miR-632	0	0	3	0	0	0	0
hsa-miR-6515-3p	0	0	3	1	0	1	0
hsa-miR-891b	0	0	3	2	3	3	8
hsa-miR-6799-3p	0	0	2	0	0	0	0
hsa-miR-4751	0	0	2	0	0	0	0
hsa-miR-4644	0	0	2	2	0	2	0
hsa-miR-5006-3p	0	0	2	0	0	4	0
hsa-mir-23a	0	0	2	7.5	3.5	1	9.5
hsa-miR-1278	0	0	2	4	0	2	4
hsa-miR-5187-5p	0	0	2	11	17	11	41
hsa-miR-5584-5p	0	0	2	0	11	10	5
hsa-miR-6852-5p	0	0	2	1	0	2	3
hsa-miR-548am-3p	0	0	2	0	0	0	0
hsa-miR-548o-3p	0	0	2	4	0	0	2
hsa-miR-7112-3p	0	0	2	0	0	0	0
hsa-miR-3943	0	0	2	0	0	0	0
hsa-miR-6776-3p	0	0	2	0	0	0	0
hsa-miR-5696	0	0	2	8	2	2	9
hsa-miR-6842-5p	0	0	2	0	0	0	2
hsa-miR-215-3p	0	0	2	1	0	2	0
hsa-miR-6767-5p	0	0	2	0	0	1	0
hsa-miR-6502-5p	0	0	2	22	0	2	0
hsa-miR-7151-5p	0	0	2	0	5	0	2
hsa-miR-2681-3p	0	0	2	8	0	3	0
hsa-miR-551b-3p	0	0	2	3	1	0	5
hsa-miR-34b-5p	0	0	2	0	4	6	0
hsa-miR-1910-3p	0	0	2	12	3	4	6
hsa-miR-5703	0	0	2	0	0	0	0
hsa-miR-4688	0	0	2	0	0	0	0
hsa-miR-6726-3p	0	0	2	0	3	6	9
hsa-miR-6832-5p	0	0	2	0	7	6	0
hsa-miR-3187-3p	0	0	2	3	0	1	5
hsa-miR-6782-3p	0	0	2	0	0	0	1
hsa-miR-5699-3p	0	0	2	0	0	0	0
hsa-miR-3938	0	0	2	7	0	0	5
hsa-miR-4755-3p	0	0	2	0	0	0	0
hsa-miR-548i	0	0	2	4	7	2	0
hsa-miR-3928-5p	0	0	2	0	0	2	0
hsa-miR-6757-3p	0	0	2	0	0	0	0
hsa-miR-3609	0	0	2	0	4	4	0
hsa-miR-1251-5p	0	0	2	0	0	0	0
hsa-miR-1225-5p	0	0	2	2	0	0	6
hsa-miR-633	0	0	2	0	0	0	0
hsa-miR-598-5p	0	0	2	4	3	0	2
hsa-miR-4640-5p	0	0	2	0	0	0	0
hsa-miR-4649-5p	0	0	2	0	0	0	0
hsa-miR-6880-3p	0	0	2	0	0	0	0
hsa-miR-4474-3p	0	0	2	0	0	0	0
hsa-miR-1343-5p	0	0	2	0	0	0	0
hsa-miR-4699-5p	0	0	2	3	0	0	8
hsa-miR-4781-5p	0	0	2	4	0	0	0
hsa-miR-3116	0	0	2	0	0	0	0
hsa-miR-4804-3p	0	0	2	23	7	0	0
hsa-miR-1305	0	0	2	1	0	0	0
hsa-miR-6751-5p	0	0	2	1	0	0	0
hsa-mir-320c-2	0	0	2	0.5	0	1.8	1.83333333333333
hsa-miR-6877-5p	0	0	2	2	0	0	13
hsa-miR-4696	0	0	2	0	0	0	0
hsa-miR-605-5p	0	0	2	2	14	0	0
hsa-miR-211-5p	0	0	2	15	7	10.5	4
hsa-miR-4750-5p	0	0	2	3	0	1	0
hsa-miR-548ah-3p|hsa-miR-548av-3p	0	0	1.5	0	0	7	6
hsa-miR-3144-5p	0	0	1	0	0	0	7
hsa-miR-4498	0	0	1	1	0	1	0
hsa-miR-1915-3p	0	0	1	4	0	1	0
hsa-miR-3176	0	0	1	0	2	4	2
hsa-miR-4524a-5p	0	0	1	0	0	0	0
hsa-miR-6841-3p	0	0	1	1	0	0	0
hsa-miR-302b-3p	0	0	1	0	0	0	0
hsa-miR-4645-3p	0	0	1	0	0	0	0
hsa-miR-1277-5p	0	0	1	4	0	0	0
hsa-miR-7844-5p	0	0	1	2	0	0	0
hsa-miR-3179	0	0	1	5	5	9	3
hsa-miR-4768-5p	0	0	1	0	0	0	1
hsa-miR-4743-3p	0	0	1	0	0	2	2
hsa-miR-656-5p	0	0	1	10	0	3	7
hsa-miR-6879-3p	0	0	1	0	7	0	0
hsa-miR-5004-3p	0	0	1	6	0	0	3
hsa-miR-2681-5p	0	0	1	0	0	0	1
hsa-miR-6829-5p	0	0	1	0	0	0	0
hsa-miR-4743-5p	0	0	1	0	2	1	9
hsa-miR-1236-3p	0	0	1	0	0	1	0
hsa-miR-4639-5p	0	0	1	0	0	1	0
hsa-miR-6831-3p	0	0	1	0	0	0	0
hsa-miR-510-5p	0	0	1	1	0	0	0
hsa-miR-4504	0	0	1	0	5	0	0
hsa-miR-1538	0	0	1	1	0	4	0
hsa-miR-6834-5p	0	0	1	0	18	0	0
hsa-miR-6751-3p	0	0	1	0	0	0	0
hsa-miR-31-3p	0	0	1	0	0	0	0
hsa-miR-6750-5p	0	0	1	0	0	0	0
hsa-miR-1292-3p	0	0	1	0	0	0	0
hsa-miR-449c-5p	0	0	1	4	0	0	0
hsa-miR-3607-5p	0	0	1	0	0	0	0
hsa-miR-4640-3p	0	0	1	13	1	2	1
hsa-miR-4668-3p	0	0	1	0	0	0	0
hsa-miR-1286	0	0	1	0	0	0	0
hsa-miR-4470	0	0	1	16	6	0	0
hsa-miR-6727-5p	0	0	1	0	0	0	0
hsa-miR-4727-3p	0	0	1	10	0	9	21
hsa-miR-581	0	0	1	3	1	0	0
hsa-miR-3170	0	0	1	0	0	0	0
hsa-miR-1277-3p	0	0	1	6	0	0	0
hsa-miR-6514-3p	0	0	1	4	0	5	0
hsa-miR-4695-5p	0	0	1	2	0	0	0
hsa-miR-7974	0	0	1	0	0	0	0
hsa-miR-6504-5p	0	0	1	0	0	0	5
hsa-miR-3929	0	0	1	0	0	5	0
hsa-miR-6795-3p	0	0	1	3	0	0	0
hsa-miR-6729-3p	0	0	1	0	0	0	0
hsa-miR-6772-3p	0	0	1	10	0	4	10
hsa-miR-4424	0	0	1	4	0	3	0
hsa-miR-2114-5p	0	0	1	1	0	0	0
hsa-miR-1914-3p	0	0	1	0	0	0	0
hsa-miR-652-5p	0	0	1	0	0	0	0
hsa-miR-6769a-3p	0	0	1	0	0	0	0
hsa-miR-6869-5p	0	0	1	0	0	0	0
hsa-miR-4446-3p	0	0	1	0	0	0	0
hsa-miR-3187-5p	0	0	1	0	0	0	0
hsa-miR-7843-3p	0	0	1	0	0	4	0
hsa-miR-4757-5p	0	0	1	0	0	0	0
hsa-miR-548aj-3p	0	0	1	0	0	0	0
hsa-miR-1253	0	0	1	0	0	0	0
hsa-miR-6783-5p	0	0	1	0	0	0	0
hsa-miR-1236-5p	0	0	1	0	1	1	7
hsa-miR-548ax	0	0	1	13	15	2	1
hsa-miR-642b-3p	0	0	1	0	0	0	5
hsa-miR-4461	0	0	1	0	0	0	0
hsa-miR-3194-5p	0	0	1	0	0	0	0
hsa-miR-1909-5p	0	0	1	0	0	0	0
hsa-miR-135a-3p	0	0	1	1	11	1	12
hsa-miR-1193	0	0	1	0	0	0	8
hsa-miR-4717-3p	0	0	1	0	4	5	2
hsa-miR-371a-3p	0	0	1	3	0	0	0
hsa-miR-580-5p	0	0	1	0	0	0	0
hsa-miR-4436b-3p	0	0	1	2	5	0	0
hsa-miR-6848-5p	0	0	1	0	0	0	0
hsa-miR-412-3p	0	0	1	8	0	3	14
hsa-let-7f-2	0	0	1	1.5	0	0.5	0
hsa-miR-6854-5p	0	0	1	0	0	0	0
hsa-miR-551a	0	0	1	0	0	0	0
hsa-miR-512-3p	0	0	1	0	0	0	0
hsa-miR-3616-3p	0	0	1	0	0	0	0
hsa-miR-381-5p	0	0	1	3	12	0	0
hsa-miR-1226-5p	0	0	1	1	5	0	0
hsa-miR-6867-5p	0	0	1	0	0	2	3
hsa-miR-6822-3p	0	0	1	0	0	0	0
hsa-miR-4520-2-3p	0	0	0.5	0	0	0	0
hsa-miR-548ah-3p	0	0	0.5	2	0	0	0
hsa-miR-4520-3p	0	0	0.5	0	0	0	0
hsa-miR-550b-2-5p	0	0	0.5	0	0	0	0
hsa-miR-544b	0	0	0	19	0	0	0
hsa-miR-4687-3p	0	0	0	15	0	0	0
hsa-miR-6809-3p	0	0	0	13	0	2	0
hsa-miR-196a-3p	0	0	0	13	18	0	0
hsa-miR-4746-5p	0	0	0	12	0	0	6
hsa-miR-6734-3p	0	0	0	12	15	0	7
hsa-miR-877-3p	0	0	0	11	2	3	5
hsa-miR-7156-3p	0	0	0	11	0	0	2
hsa-miR-4747-5p	0	0	0	11	0	0	0
hsa-miR-516b-5p	0	0	0	10	0	1	3
hsa-miR-6733-5p	0	0	0	10	2	0	0
hsa-miR-4433b-5p	0	0	0	9	0	3	5
hsa-miR-6854-3p	0	0	0	9	0	0	0
hsa-miR-1267	0	0	0	9	0	4	0
hsa-miR-6826-3p	0	0	0	8	0	2	3
hsa-miR-6858-5p	0	0	0	7	0	0	0
hsa-miR-6784-3p	0	0	0	7	0	0	0
hsa-miR-6819-3p	0	0	0	7	0	0	0
hsa-miR-301b-3p	0	0	0	7	0	1	8
hsa-miR-3916	0	0	0	7	0	0	4
hsa-miR-6501-5p	0	0	0	7	0	0	0
hsa-miR-6726-5p	0	0	0	7	0	0	0
hsa-miR-373-3p	0	0	0	7	0	0	0
hsa-miR-6810-5p	0	0	0	6	0	2	0
hsa-miR-3529-5p	0	0	0	6	6	0	0
hsa-miR-6865-3p	0	0	0	6	0	0	0
hsa-miR-4639-3p	0	0	0	6	0	1	0
hsa-miR-92a-2-5p	0	0	0	6	31	7	18
hsa-miR-6762-3p	0	0	0	6	0	0	0
hsa-miR-4435	0	0	0	6	0	0	0
hsa-miR-6509-5p	0	0	0	6	7	2	3
hsa-miR-6796-5p	0	0	0	6	0	0	0
hsa-miR-4637	0	0	0	6	0	0	0
hsa-miR-6811-5p	0	0	0	5	0	0	0
hsa-miR-3177-5p	0	0	0	5	0	0	0
hsa-miR-6787-3p	0	0	0	5	0	0	12
hsa-miR-3678-5p	0	0	0	5	0	0	0
hsa-miR-205-5p	0	0	0	5	1	8	1
hsa-miR-4457	0	0	0	5	0	0	0
hsa-miR-4726-5p	0	0	0	5	0	0	0
hsa-miR-3675-5p	0	0	0	5	0	0	0
hsa-mir-218-2	0	0	0	5	0	0.5	2
hsa-miR-4723-5p	0	0	0	5	3	0	2
hsa-miR-504-3p	0	0	0	5	0	4	1
hsa-miR-5579-3p	0	0	0	4	14	0	0
hsa-miR-128-2-5p	0	0	0	4	0	0	0
hsa-miR-3681-5p	0	0	0	4	0	0	0
hsa-miR-4761-3p	0	0	0	4	0	0	0
hsa-miR-942-3p	0	0	0	4	0	3	0
hsa-miR-6807-5p	0	0	0	4	10	1	0
hsa-miR-4669	0	0	0	4	0	0	0
hsa-miR-6818-5p	0	0	0	4	5	0	5
hsa-miR-4501	0	0	0	4	0	0	3
hsa-miR-5000-5p	0	0	0	3	0	0	0
hsa-miR-4641	0	0	0	3	0	0	0
hsa-miR-155-3p	0	0	0	3	0	0	0
hsa-miR-6757-5p	0	0	0	3	13	6	6
hsa-miR-4783-3p	0	0	0	3	0	0	0
hsa-miR-6515-5p	0	0	0	3	7	0	14
hsa-miR-627-5p	0	0	0	3	7	3	4
hsa-miR-6754-3p	0	0	0	3	0	0	0
hsa-miR-6774-5p	0	0	0	3	0	0	0
hsa-miR-4670-3p	0	0	0	3	0	0	0
hsa-miR-6885-3p	0	0	0	3	0	0	0
hsa-miR-6847-5p	0	0	0	3	6	7	11
hsa-miR-6874-5p	0	0	0	3	0	0	0
hsa-miR-6851-5p	0	0	0	3	0	0	0
hsa-miR-509-5p	0	0	0	3	0	0	9
hsa-miR-7855-5p	0	0	0	3	0	0	0
hsa-miR-6771-5p	0	0	0	3	0	0	0
hsa-miR-3148	0	0	0	3	2	0	0
hsa-miR-3620-5p	0	0	0	3	0	2	6
hsa-miR-6511a-5p	0	0	0	3	0	0	0
hsa-miR-1301-5p	0	0	0	3	0	0	0
hsa-miR-6861-3p	0	0	0	3	0	0	0
hsa-miR-4768-3p	0	0	0	3	0	0	0
hsa-miR-4755-5p	0	0	0	2	2	0	0
hsa-miR-659-3p	0	0	0	2	1	0	0
hsa-miR-4638-3p	0	0	0	2	7	0	2
hsa-miR-500a-5p|hsa-miR-500b-5p	0	0	0	2	1	0	0
hsa-miR-372-3p	0	0	0	2	0	0	0
hsa-miR-6758-5p	0	0	0	2	0	0	0
hsa-miR-6509-3p	0	0	0	2	0	0	0
hsa-miR-6780b-5p	0	0	0	2	0	0	0
hsa-miR-5591-5p	0	0	0	2	0	0	0
hsa-miR-542-5p	0	0	0	2	0	0	12
hsa-miR-6793-3p	0	0	0	2	0	5	2
hsa-miR-4720-5p	0	0	0	2	0	4	0
hsa-miR-6128	0	0	0	2	0	0	0
hsa-miR-373-5p	0	0	0	2	0	1	0
hsa-miR-6789-5p	0	0	0	2	0	0	0
hsa-miR-3680-5p	0	0	0	2	2	0	0
hsa-miR-4766-3p	0	0	0	2	0	5	0
hsa-miR-4646-3p	0	0	0	2	0	1	0
hsa-miR-4667-5p	0	0	0	2	12	0	13
hsa-miR-5581-3p	0	0	0	2	3	2	4
hsa-miR-6736-5p	0	0	0	2	0	0	0
hsa-miR-6802-3p	0	0	0	2	0	0	0
hsa-miR-6717-5p	0	0	0	2	0	0	0
hsa-miR-1302	0	0	0	2	0	0	7
hsa-miR-6828-5p	0	0	0	2	0	0	0
hsa-miR-3680-3p	0	0	0	2	0	0	0
hsa-miR-4746-3p	0	0	0	2	0	0	0
hsa-miR-7152-5p	0	0	0	2	2	0	0
hsa-miR-5591-3p	0	0	0	2	0	0	0
hsa-miR-6766-3p	0	0	0	1	12	0	0
hsa-miR-4676-5p	0	0	0	1	0	1	0
hsa-miR-8485	0	0	0	1	0	0	0
hsa-miR-4725-5p	0	0	0	1	5	0	0
hsa-miR-1293	0	0	0	1	3	0	0
hsa-miR-4733-5p	0	0	0	1	0	2	0
hsa-miR-4484	0	0	0	1	0	0	0
hsa-miR-5680	0	0	0	1	0	0	0
hsa-miR-4289	0	0	0	1	0	1	0
hsa-mir-23c	0	0	0	1	0	0	0
hsa-miR-6796-3p	0	0	0	1	0	0	0
hsa-miR-4697-3p	0	0	0	1	0	0	0
hsa-miR-6761-3p	0	0	0	1	5	0	4
hsa-miR-548ah-5p	0	0	0	1	0	1	0
hsa-miR-6755-5p	0	0	0	1	7	5	5
hsa-miR-5088-3p	0	0	0	1	0	0	0
hsa-miR-495-5p	0	0	0	1	13	0	6
hsa-miR-512-5p	0	0	0	1	0	0	0
hsa-miR-4660	0	0	0	1	0	3	4
hsa-miR-3937	0	0	0	1	0	3	0
hsa-miR-6813-3p	0	0	0	1	3	0	0
hsa-miR-6846-3p	0	0	0	1	0	3	0
hsa-miR-3151-5p	0	0	0	1	0	0	0
hsa-miR-1298-3p	0	0	0	1	8	0	0
hsa-miR-4489	0	0	0	1	0	0	0
hsa-miR-6873-3p	0	0	0	1	4	0	0
hsa-miR-3944-5p	0	0	0	1	1	0	0
hsa-miR-202-3p	0	0	0	1	9	2	0
hsa-miR-4729	0	0	0	1	0	0	0
hsa-miR-6763-5p	0	0	0	1	0	0	0
hsa-miR-6506-5p	0	0	0	1	0	0	6
hsa-mir-182	0	0	0	0.5	0	0	0
hsa-miR-548ak	0	0	0	0.5	0	0	1
hsa-miR-4318	0	0	0	0.5	0	0	0
hsa-mir-548w	0	0	0	0.5	0	0	1
hsa-miR-449b-5p	0	0	0	0.5	0	0	0
hsa-mir-30b	0	0	0	0.5	0	0	0
hsa-miR-4740-5p	0	0	0	0	17	0	0
hsa-miR-548ao-3p	0	0	0	0	14	0	0
hsa-miR-3125	0	0	0	0	11	13	0
hsa-miR-1914-5p	0	0	0	0	10	0	0
hsa-miR-548ac	0	0	0	0	10	0	3
hsa-miR-1249-5p	0	0	0	0	9	0	14
hsa-miR-5579-5p	0	0	0	0	9	0	0
hsa-miR-4667-3p	0	0	0	0	8	0	0
hsa-miR-198	0	0	0	0	8	0	0
hsa-miR-1-5p	0	0	0	0	7	0	0
hsa-miR-6806-3p	0	0	0	0	6	0	0
hsa-miR-5706	0	0	0	0	5	0	0
hsa-miR-4733-3p	0	0	0	0	5	0	0
hsa-miR-6838-3p	0	0	0	0	5	0	0
hsa-miR-3684	0	0	0	0	4	0	0
hsa-miR-4449	0	0	0	0	4	0	6
hsa-miR-550a-5p	0	0	0	0	4	0	1
hsa-miR-4754	0	0	0	0	4	0	0
hsa-miR-5011-3p	0	0	0	0	4	0	0
hsa-miR-520a-5p	0	0	0	0	4	0	0
hsa-miR-1228-5p	0	0	0	0	4	0	0
hsa-miR-4533	0	0	0	0	4	0	0
hsa-miR-548av-3p	0	0	0	0	3	0	0
hsa-miR-6878-5p	0	0	0	0	3	0	0
hsa-miR-4465	0	0	0	0	3	0	0
hsa-miR-4707-5p	0	0	0	0	3	0	2
hsa-miR-5582-3p	0	0	0	0	3	0	0
hsa-miR-2467-3p	0	0	0	0	3	0	0
hsa-miR-548t-5p	0	0	0	0	3	0	0
hsa-miR-6754-5p	0	0	0	0	2	0	0
hsa-miR-6731-3p	0	0	0	0	2	0	0
hsa-miR-4776-5p	0	0	0	0	2	0	0
hsa-miR-3201	0	0	0	0	2	0	0
hsa-mir-27b	0	0	0	0	1.5	0.5	1
hsa-miR-525-5p	0	0	0	0	1	0	0
hsa-miR-4323	0	0	0	0	1	0	0
hsa-miR-526b-5p	0	0	0	0	1	0	0
hsa-miR-3193	0	0	0	0	1	0	0
hsa-miR-6722-3p	0	0	0	0	1	0	11
hsa-miR-4767	0	0	0	0	1	0	0
hsa-miR-545-3p	0	0	0	0	1	0	0
hsa-miR-6832-3p	0	0	0	0	1	0	0
hsa-mir-502	0	0	0	0	0.5	0	0
hsa-miR-4482-5p	0	0	0	0	0	10	0
hsa-miR-6870-3p	0	0	0	0	0	9	4
hsa-miR-6817-3p	0	0	0	0	0	7	0
hsa-miR-4482-3p	0	0	0	0	0	6	0
hsa-miR-4785	0	0	0	0	0	6	0
hsa-miR-6508-5p	0	0	0	0	0	5	5
hsa-miR-3622b-5p	0	0	0	0	0	4	7
hsa-miR-345-3p	0	0	0	0	0	4	0
hsa-miR-1304-5p	0	0	0	0	0	4	0
hsa-miR-3198	0	0	0	0	0	4	1
hsa-miR-219b-5p	0	0	0	0	0	4	0
hsa-miR-892c-3p	0	0	0	0	0	4	0
hsa-miR-451b	0	0	0	0	0	4	0
hsa-miR-548x-3p	0	0	0	0	0	3	0
hsa-miR-1265	0	0	0	0	0	3	0
hsa-miR-519a-3p	0	0	0	0	0	3	2
hsa-miR-6789-3p	0	0	0	0	0	2	0
hsa-miR-3146	0	0	0	0	0	2	0
hsa-miR-4716-5p	0	0	0	0	0	2	0
hsa-miR-4684-5p	0	0	0	0	0	2	0
hsa-miR-6740-3p	0	0	0	0	0	2	5
hsa-miR-548e-5p	0	0	0	0	0	2	5
hsa-miR-1178-3p	0	0	0	0	0	2	6
hsa-miR-5003-3p	0	0	0	0	0	2	0
hsa-miR-4659b-3p	0	0	0	0	0	2	0
hsa-miR-6874-3p	0	0	0	0	0	2	0
hsa-miR-6814-5p	0	0	0	0	0	2	0
hsa-miR-6875-3p	0	0	0	0	0	2	0
hsa-miR-548j-5p	0	0	0	0	0	2	0
hsa-miR-4679	0	0	0	0	0	2	0
hsa-miR-521	0	0	0	0	0	1	3
hsa-miR-6730-3p	0	0	0	0	0	1	4
hsa-miR-6857-3p	0	0	0	0	0	1	0
hsa-miR-6838-5p	0	0	0	0	0	1	6
hsa-miR-6849-3p	0	0	0	0	0	1	0
hsa-miR-6881-5p	0	0	0	0	0	1	0
hsa-miR-3942-3p	0	0	0	0	0	1	0
hsa-miR-494-5p	0	0	0	0	0	1	12
hsa-miR-18b-3p	0	0	0	0	0	1	0
hsa-miR-5002-3p	0	0	0	0	0	1	0
hsa-miR-3614-3p	0	0	0	0	0	1	0
hsa-miR-6876-3p	0	0	0	0	0	1	9
hsa-miR-4764-5p	0	0	0	0	0	1	0
hsa-let-7g	0	0	0	0	0	0.5	0
hsa-mir-211	0	0	0	0	0	0.5	0
hsa-miR-6734-5p	0	0	0	0	0	0	26
hsa-miR-503-3p	0	0	0	0	0	0	16
hsa-miR-4749-3p	0	0	0	0	0	0	9
hsa-miR-432-3p	0	0	0	0	0	0	9
hsa-miR-4790-3p	0	0	0	0	0	0	9
hsa-miR-6739-5p	0	0	0	0	0	0	8
hsa-miR-302d-3p	0	0	0	0	0	0	7
hsa-miR-5691	0	0	0	0	0	0	7
hsa-miR-4440	0	0	0	0	0	0	7
hsa-miR-6778-3p	0	0	0	0	0	0	7
hsa-miR-4765	0	0	0	0	0	0	7
hsa-miR-3138	0	0	0	0	0	0	6
hsa-miR-6884-5p	0	0	0	0	0	0	6
hsa-miR-624-3p	0	0	0	0	0	0	6
hsa-miR-4479	0	0	0	0	0	0	6
hsa-miR-4466	0	0	0	0	0	0	6
hsa-miR-6728-3p	0	0	0	0	0	0	5
hsa-miR-3918	0	0	0	0	0	0	5
hsa-miR-7111-5p	0	0	0	0	0	0	5
