	trimmed_19101-0001_SmallRNA.fastq.fastq	trimmed_19101-0002_SmallRNA.fastq.fastq	trimmed_19101-0003_SmallRNA.fastq.fastq	trimmed_19101-0004_SmallRNA.fastq.fastq	trimmed_19101-0005_SmallRNA.fastq.fastq	trimmed_19101-0006_SmallRNA.fastq.fastq	trimmed_19101-0007_SmallRNA.fastq.fastq	trimmed_19101-0008_SmallRNA.fastq.fastq	trimmed_19101-0009_SmallRNA.fastq.fastq	trimmed_19101-0010_SmallRNA.fastq.fastq	trimmed_19101-0011_SmallRNA.fastq.fastq	trimmed_19101-0012_SmallRNA.fastq.fastq	trimmed_19101-0013_SmallRNA.fastq.fastq	trimmed_19101-0014_SmallRNA.fastq.fastq	trimmed_19101-0015_SmallRNA.fastq.fastq	trimmed_19101-0016_SmallRNA.fastq.fastq	trimmed_19101-0017_SmallRNA.fastq.fastq	trimmed_19101-0018_SmallRNA.fastq.fastq	trimmed_19101-0019_SmallRNA.fastq.fastq	trimmed_19101-0020_SmallRNA.fastq.fastq	trimmed_19101-0021_SmallRNA.fastq.fastq	trimmed_19101-0022_SmallRNA.fastq.fastq	trimmed_19101-0023_SmallRNA.fastq.fastq	trimmed_19101-0024_SmallRNA.fastq.fastq	trimmed_19101-0025_SmallRNA.fastq.fastq	trimmed_19101-0026_SmallRNA.fastq.fastq	trimmed_19101-0027_SmallRNA.fastq.fastq	trimmed_19101-0028_SmallRNA.fastq.fastq	trimmed_19101-0029_SmallRNA.fastq.fastq	trimmed_19101-0030_SmallRNA.fastq.fastq	trimmed_19101-0031_SmallRNA.fastq.fastq	trimmed_19101-0032_SmallRNA.fastq.fastq	trimmed_19101-0033_SmallRNA.fastq.fastq	trimmed_19101-0034_SmallRNA.fastq.fastq	trimmed_19101-0035_SmallRNA.fastq.fastq	trimmed_19101-0036_SmallRNA.fastq.fastq	trimmed_19101-0037_SmallRNA.fastq.fastq	trimmed_19101-0038_SmallRNA.fastq.fastq	trimmed_19101-0039_SmallRNA.fastq.fastq	trimmed_19101-0040_SmallRNA.fastq.fastq	trimmed_19101-0041_SmallRNA.fastq.fastq	trimmed_19101-0042_SmallRNA.fastq.fastq	trimmed_19101-0043_SmallRNA.fastq.fastq	trimmed_19101-0044_SmallRNA.fastq.fastq	trimmed_19101-0045_SmallRNA.fastq.fastq	trimmed_19101-0046_SmallRNA.fastq.fastq	trimmed_19101-0047_SmallRNA.fastq.fastq	trimmed_19101-0048_SmallRNA.fastq.fastq	trimmed_19101-0049_SmallRNA.fastq.fastq	trimmed_19101-0050_SmallRNA.fastq.fastq	trimmed_19101-0051_SmallRNA.fastq.fastq	trimmed_19101-0052_SmallRNA.fastq.fastq	trimmed_19101-0053_SmallRNA.fastq.fastq	trimmed_19101-0054_SmallRNA.fastq.fastq
3prime_overlapping_ncrna	31.5891918266918	38.1743117993118	15.3850213511978	30.828516249832	40.5509778413229	32.1552362468923	60.2258425183348	75.0669686307844	57.3103071764836	23.351130998631	20.919106445894	28.8227452996208	78.425119812186	92.8891909820101	17.1532768118507	49.4288533965333	31.7325263318217	45.5433758894085	29.2274732568773	24.3132699790958	28.4115265932561	21.1092675842676	26.684022957482	23.2373333507924	36.9263730406684	18.7594326969327	15.3454216391287	12.6618320405085	51.2851340685931	25.8071245933239	28.4290610885967	28.3362545480499	48.8653056219376	34.3219171569172	72.0596148932836	33.3703445120311	58.0997281821178	45.2539742939666	51.8794978349774	37.2024946788105	72.0262651809913	77.1065498570294	53.4682718931632	26.258580390198	43.9324521410199	44.3564712308675	50.4521759907283	13.4866517254675	23.5394106824834	63.9688151369614	6.70932613848215	20.3223221223221	8.2165959040959	6.69500222000222
sRNA	3.5	8.5	8.5	20	22.5	25.5	15	20	26	30.2428571428571	31	21.6	25.1	32.5	20	31.5	16	30.5	4.83333333333333	4	2.5	26.5	31.6	30	22.1	13	8.5	26	49.5	37.7	38.5	48.6	41	37	103.1	49	9	8	15	34	58.5	48.5	48.5	21.2	31.5	23.5	32.6	9.5	20.6	38	13.5	27.6	17	13.1
unitary_pseudogene	15.54757220614	19.5969754774473	13.1948114720863	14.5674621689314	18.2052755852678	26.5323873422709	19.8898705081132	25.2287737549987	21.2860470277063	24.4908106945178	18.9682521776133	27.7362790086777	60.6965627355101	73.0635350721089	13.829955672347	41.43190845704	33.8123776223776	38.1423980624639	24.6482371468401	17.9703028993411	13.2932838708659	9.02000211690614	17.652976027054	26.7874603612761	12.9134254498456	9.77692307692308	8.88379791862764	21.7312488236401	31.5745887482623	41.3001885172763	33.2273216979099	51.5614940128098	55.884679271363	56.0022971424287	102.747222177771	61.4367299367299	30.3922968543325	27.9864527397018	38.1275104796047	28.5061744383255	20.3807160342018	32.2243123455156	25.2715849183496	17.9534896807026	26.6481018141496	28.3623556252987	32.902392736711	10.7284354047512	22.2264468864469	56.2245922130145	17.8658558832472	14.4130341880342	12.5588235294118	11.8333333333333
pseudogene	7.82511239752399	5.7151917487656	4.7793401043401	5.20192307692308	5.52863636363636	7.28522727272727	6.7010989010989	7.45778943278943	5.0234126984127	5.55082972582973	5.88284585784586	6.88491455362165	30.142314439311	36.0822985136066	4.64365079365079	18.6678510816669	10.3466602096397	14.5822027494608	11.2886544459125	8.95010129041569	6.2519166019166	3.24694444444444	12.041952417432	3.55284617343441	4.52222222222222	2.67260229450632	2.84880952380952	2.33448275862069	14.9964910719448	9.68399664851278	8.21680628739452	12.5042790542791	12.6894608550491	18.5569089234382	17.4636029175503	13.8542549555707	20.5398468581285	16.5459631384554	17.9554157715922	4.48342231842232	8.65930603475976	6.58921760924049	7.91204526467684	6.12055555555556	7.93377733377733	8.58412698412698	11.8040189772388	8.01929824561403	8.15423992673993	15.3069092743006	1.49952380952381	4.91581196581197	1.89166666666667	4.47216117216117
exogenous_genomes	2	1	0	4	4	5	7	12	12	11	6	10	11	23	3	4	10	13	3	17	2	1	5	5	6	6	5	3	6	7	5	13	10	11	12	10	11	7	14	8	16	14	16	11	8	6	11	2	4	18	4	8	4	4
polymorphic_pseudogene	5.05952380952381	3.79808612440191	1.60114942528736	4.25	5.07539184952978	4.30367467781261	5	9.4024531024531	4.68761140819964	3.52435064935065	4.50252525252525	8.39642857142857	15.755710955711	7.26185064935065	1.19090909090909	6.42619047619048	3.87142857142857	7.38448275862069	4.62452107279693	2.71720918252358	3.98094740508534	2.57607842349222	3.29560513860717	4.39372294372294	3.56852764094143	2.33690476190476	2.35670498084291	1.84207459207459	3.7520202020202	1.89453781512605	1.25882352941176	5.09606782106782	10.9428682428682	7.42370448179272	16.506746031746	4.83333333333333	7.29634646962233	4.85348932676519	5.84388341543514	6.32337164750958	5.38345216874629	6.67316017316017	4.43566017316017	5.51666666666667	4.17795815295815	4.0488455988456	6.07374141662935	2.04848484848485	3.24973262032086	9.95491797504181	2.3	7.23376623376623	2.00757575757576	0
TR_J_gene	0	0.0588235294117647	2	4.50348583877996	0.152421652421652	2.08823529411765	16.777559912854	10.0440087145969	12.4740740740741	18.765929277694	4.0908664320429	9.62156862745098	23.923311546841	39.7726803872914	13.6698508463214	33.3998994469583	26.4251885369532	21.2720462543992	1.52941176470588	3.2972850678733	4	0.0958605664488017	2.07549857549858	2.7	0.274074074074074	1	1.10348583877996	1.05882352941176	2.08823529411765	1.6363834422658	4.77898441427853	17.683894754483	18.0623093681917	16.3219038042567	82.9252052957935	16.2260432378079	2.03846153846154	1.05882352941176	1.7	4.34957264957265	2.53846153846154	4.07549857549858	2.40982068040892	3.00348583877996	8.67670521199933	1.82875816993464	15.7134238310709	9.42875816993464	6.20425674543322	15.8932629462041	10.3176470588235	12.0664488017429	6.42255739902799	0.371359141947377
TR_V_gene	3.5	9	2.5	0	0	3.16666666666667	5.75	3	5.16666666666667	2.83333333333333	1.25	6.08333333333333	2.5	3.58333333333333	1.33333333333333	1	3.25	1	1.5	6.75	3.5	3	2	2.1	0.5	1	2	1.83333333333333	7	2	1.5	2	4.25	3.75	4	3.16666666666667	7.33333333333333	5.64285714285714	4	0.5	2.78571428571429	1.83333333333333	1	1.2	1	1	1.5	1.5	3.5	5	0	2.75	0	3.5
TR_V_pseudogene	0.2	0.75	0.2	2.11111111111111	0	0.0769230769230769	3.5	3.125	2.45833333333333	5.16666666666667	0.5	4.63333333333333	5.175	6.575	1	2.70833333333333	1.75	3.125	2	1.875	1.75	0	0	0.125	2	0	2.5	0.25	4	1	2.92424242424242	2	6.5	2.66666666666667	10	6.95	3.2625	2.24166666666667	1.80952380952381	0.0769230769230769	0.696428571428571	0.105263157894737	0.0526315789473684	1.25	0.583333333333333	2.75	2.66666666666667	2	3.16666666666667	2.575	0	1.08333333333333	0.2	0
IG_V_gene	0	2	1	1.03333333333333	0	0	1.2	2.34285714285714	1.11111111111111	1	0.5	1.33333333333333	4.23156565656566	5.1	2.5	2.5	3.66666666666667	2.03333333333333	3.12857142857143	1.95757575757576	0.611111111111111	1.22222222222222	0	0	3.11111111111111	2	0.5	2	0.5	0.111111111111111	2.33333333333333	3	1.75	2.95	1.97222222222222	1.36666666666667	1	1.52222222222222	3.07222222222222	0.611111111111111	0	1.22222222222222	4.00584795321637	0.25	0.5	2.7	2.92777777777778	0.311111111111111	2.33333333333333	2.83333333333333	0.5	0	0	0
IG_V_pseudogene	0	0.5	0	0.6	0	0	0	1.28571428571429	0.5	1	1.25	0.5	4.125	2	0	3	0.916666666666667	1.97142857142857	2.5	2.33333333333333	3	0.5	0	1	0.4	0	0	1.2	1.5	1.16666666666667	1	0.5	1.66666666666667	1.66666666666667	4.75	0.333333333333333	2	2.4	3.83333333333333	0.666666666666667	3	1	1.80263157894737	0	4	2.5	3.95	0	0.5	2	0	0.0833333333333333	2.08333333333333	0.5
bidirectional_promoter_lncrna	0	0	0	1	1.33333333333333	0	0	1	0	0	0	1	0	2	0	0	0	3	1	0	0	0	2	0	1	0	0	0	0	0	0	1	1	1	2	0	0	0	2	0	0	0	1	0	1.33333333333333	0	0	0	2	0	0	1	0	0
IG_C_gene	0	0	0	0	0	1	0	0	2	0	1.33333333333333	0.333333333333333	0	0.666666666666667	0.653846153846154	0.25	0	0.0833333333333333	0	0	0	1	0	1	1	0	0	0	0	1.11764705882353	0	0	0	0	1.4	1.125	0	2	1	0.75	0	0	1.05263157894737	0	0	0	0.125	0	0	0.117647058823529	0	0	0	0
IG_C_pseudogene	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	1	0	0	1	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	1	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0.0588235294117647	0	0	0	0
IG_D_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IG_J_gene	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TR_C_gene	0	2	0	0	0	0	0	1	1	0	0	0	0	0.25	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1.2	0	0	0	0
transcribed_unitary_pseudogene	0.25	0	0	0	0	0	0	0.2	0.4	0	0	1	0	1.2	1	0.25	0.2	0	0.6	1.53333333333333	0.6	0	0	0	2	0	0	0	2.08333333333333	0.25	0	0.333333333333333	0	0.25	0	0	2.75	0.333333333333333	0.4	0	0	0.25	0	0	0.2	0	0	0	1	2	0	0	0	0
translated_unprocessed_pseudogene	0.5	0	0	0.5	0	1	0	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0
